Nota1,Nota2,Nota3,Nota4,Nota5,Nota6
18,13,10,14
10,5,4,9
16,10,8,10
18,17,5,9
20,16,15,15
18,12,11,15
20,17,16,18
15,10,7,13
12,7,9,7
19,18,16,20
12,8,6,8
18,18,4,8
16,14,1,4
16,12,11,12
14,15,3,5
11,6,3,9
17,12,11,15
15,16,2,7
18,15,15,15
13,13,1,1
16,10,7,13
19,19,12,12
14,16,3,7
19,18,11,14
13,8,11,7
11,5,4,9
18,16,13,18
16,12,12,14
15,10,8,12
13,8,4,9
17,13,11,13
19,11,11,11
14,8,10,9
17,12,11,15
18,11,13,14
18,13,10,15
17,12,13,11
15,15,7,9
19,13,14,14
19,18,11,15
11,12,2,3
19,17,16,20
20,20,13,15
17,19,13,15
14,10,12,12
13,10,10,14
15,11,13,16
18,14,13,11
17,19,13,15
14,11,9,10
