Nota1,Nota2,Nota3,Nota4,Nota5,Nota6
17,13,15,16
18,13,12,14
11,10,10,14
16,11,17,18
17,12,12,13
17,12,14,14
18,17,16,20
17,15,14,15
14,13,7,10
20,16,14,15
19,12,12,14
16,11,14,16
13,9,7,8
14,10,15,17
16,14,3,7
16,10,12,15
17,15,18,18
14,13,9,14
18,12,12,13
16,11,14,17
16,11,15,11
16,14,4,5
17,15,18,17
16,11,11,15
15,15,2,5
14,8,9,7
20,12,11,14
17,12,11,14
19,15,9,11
18,12,14,14
14,10,14,18
11,5,6,8
17,14,2,5
19,13,13,13
17,14,13,13
19,16,12,15
13,11,10,15
19,15,15,15
17,20,13,16
20,15,15,16
15,16,1,5
17,13,11,12
11,10,9,7
16,12,14,17
17,17,4,8
14,12,7,8
18,15,16,14
17,17,17,19
13,13,12,12
15,10,15,16
